food_name,rating,food_price,vendor,location,cuisine_type,main_ingridinet,serving_size
masala_wedges,4.7,159,Khana's,Banani,fast_food,chicken,
hot_fries,4.7,149,Khana's,Banani,fast_food,potato,
truffle_fries,4.7,159,Khana's,Banani,fast_food,potato,
big_herfy_burger,4.5,379,Herfy,Banani,burger,chicken,
chicken_cheese_burger,4.5,339,Herfy,Banani,burger,chicken,
grilled_chicken_burger,4.5,369,Herfy,Banani,burger,chicken,
chill_chicken_burger,4.5,369,Herfy,Banani,burger,chicken,
crispy_juicy_burger,4.5,359,Herfy,Banani,burger,chicken,
veggle_burger,4.5,199,Herfy,Banani,burger,chicken,
turkish_burger,4.5,479,Herfy,Banani,burger,beef,
chicken_nugets,4.5,229,Herfy,Banani,fast_food,chicken,
chicken_strips,4.5,489,Herfy,Banani,fast_food,chicken,
fried_chicken,4.5,159,Herfy,Banani,fast_food,chicken,
french_fries,4.5,159,Herfy,Banani,fast_food,potato,
best_burger,4.5,255,BFC,Gulshan,burger,chicken,
supreme_burger,4.5,275,BFC,Gulshan,burger,chicken,
grill_burger,4.5,260,BFC,Gulshan,burger,chicken,
spicy_mustard_burger,4.5,230,BFC,Gulshan,burger,chicken,
brioche_burger,4.5,270,BFC,Gulshan,burger,chicken,
juicy_burger,4.5,175,BFC,Gulshan,burger,chicken,
spicy_burger,4.5,255,BFC,Gulshan,burger,chicken,
juicy_cheese_burger,4.5,205,BFC,Gulshan,burger,chicken,
hot_wings,4.5,125,BFC,Gulshan,fast_food,chicken,
naga_wings,4.5,135,BFC,Gulshan,fast_food,chicken,
bbq_hot_wings,4.5,135,BFC,Gulshan,fast_food,chicken,
crispy_fried_chicken,4.5,355,BFC,Gulshan,fast_food,chicken,
Tandoori Zinger,4.1,399,KFC,Bashundhara R/A,Burger,chicken,
Texas BBQ zinger,4.1,399,KFC,Bashundhara R/A,Burger,chicken,
Moroccan Zinger,4.1,399,KFC,Bashundhara R/A,Burger,chicken,
Mexican Zinger,4.1,399,KFC,Bashundhara R/A,Burger,chicken,
Kashundi Zinger,4.1,399,KFC,Bashundhara R/A,Burger,chicken,
1pc hot & crispy,4.1,159,KFC,Bashundhara R/A,Fast food,chicken,
2pc hot & crispy,4.1,299,KFC,Bashundhara R/A,Fast Food,chicken,
4pc hot & crispy,4.1,589,KFC,Bashundhara R/A,Fast food,Chicken,
4pc Chicken & fries meal,4.1,789,KFC,Bashundhara R/A,Fast food,Chicken,
6pc boneless strips,4.1,489,KFC,Bashundhara R/A,Fast food,Chicken,
chicken burger,3.9,144,Le Metro,Mirpur,Burger,chicken,
naga_chicken_burher,3.9,160,Le Metro,Mirpur,Burger,chicken,
bbq_chicken_burger,3.9,160,Le Metro,Mirpur,Burger,chicken,
crispy_fried_chicken,3.9,112,Le Metro,Mirpur,fast_food,chicken,
bbq_fried_chicken,3.9,120,Le Metro,Mirpur,fast_food,chicken,
thai_fried_chicken,3.9,120,Le Metro,Mirpur,fast_food,chicken,
pasta_basta,3.9,232,Le Metro,Mirpur,pasta,chicken,
naga_pasta,3.9,240,Le Metro,Mirpur,pasta,chicken,
mixed_pasta,3.9,256,Le Metro,Mirpur,pasta,chicken,
special_pasta,3.9,280,Le Metro,Mirpur,pasta,chicken,
bbq_chicken_pizza,4.5,530,Food Terminal,Ibrahimpur,pizza,chicken,
chicken_pepperoni_pizza,4.5,514,Food Terminal,Ibrahimpur,pizza,chicken,
chicken_sausage_pizza,4.5,507,Food Terminal,Ibrahimpur,pizza,chicken,
four_seasons_pizza,4.5,780,Food Terminal,Ibrahimpur,pizza,chicken,
food_terminal_special_pizza,4.5,780,Food Terminal,Ibrahimpur,pizza,chicken,
naga_wings,4.5,156,Food Terminal,Ibrahimpur,pizza,chicken,
french_fries,4.5,140,Food Terminal,Ibrahimpur,fast_food,chicken,
hot_wings,4.5,140,Food Terminal,Ibrahimpur,fast_food,chicken,
buffalo_wings,4.5,140,Food Terminal,Ibrahimpur,fast_food,chicken,
bbq_wings,4.5,148,Food Terminal,Ibrahimpur,fast_food,chicken,
baked_chicken_alfredo,4.5,507,Food Terminal,Ibrahimpur,pasta,chicken,
alfredo_pasta,4.5,312,Food Terminal,Ibrahimpur,pasta,chicken,
spicy_pasta,4.5,210,Food Terminal,Ibrahimpur,pasta,chicken,
pasta_basta,4.5,273,Food Terminal,Ibrahimpur,pasta,chicken,
pasta_italiano,4.5,273,Food Terminal,Ibrahimpur,pasta,chicken,
chicken_naga_pasta,4.5,288,Food Terminal,Ibrahimpur,pasta,chicken,
pepperoni_pizza,3.4,504,Food Plate,Mirpur,pizza,chicken,
italian_special_pizza,3.4,440,Food Plate,Mirpur,pizza,chicken,
bbq_chicken_pizza,3.4,464,Food Plate,Mirpur,pizza,chicken,
4_flavor_pizza,3.4,512,Food Plate,Mirpur,pizza,chicken,
mexican_hot_pizza,3.4,528,Food Plate,Mirpur,pizza,chicken,
naga_pizza,3.4,480,Food Plate,Mirpur,pizza,chicken,
baby_cream_pizza,3.4,480,Food Plate,Mirpur,pizza,chicken,
food_plate_love_pizza,3.4,632,Food Plate,Mirpur,pizza,chicken,
italian_pasta,3.4,256,Food Plate,Mirpur,pizza,chicken,
pasta_basta,3.4,256,Food Plate,Mirpur,pizza,chicken,
naga_pasta,3.4,264,Food Plate,Mirpur,pasta,chicken,
mexiacan_hot_pasta,3.4,312,Food Plate,Mirpur,pasta,chicken,
pan_pasta,3.4,280,Food Plate,Mirpur,pastra,chicken,
cream_pan_pasta,3.4,312,Food Plate,Mirpur,pasta,chicken,
fried_wonton,3.4,152,Food Plate,Mirpur,fast_food,chicken,
naga_bbq_hot_wings,3.4,352,Food Plate,Mirpur,fast_food,chicken,
french_fries,3.4,112,Food Plate,Mirpur,fast_food,chicken,
bbq_nachos,3.4,216,Food Plate,Mirpur,fast_food,chicken,
chicken_lilipop,3.4,248,Food Plate,Mirpur,fast_food,chicken,
fried_chicken,3.4,112,Food Plate,Mirpur,fast_food,chicken,
garlic_chicken_fry,3.4,136,Food Plate,Mirpur,fast_food,chicken,
chicken_buffalo_hot_wings,3.4,352,Food Plate,Mirpur,fast_food,chicken,
stick_wonton,3.4,208,Food Plate,Mirpur,fast_food,chicken,
crispy_fried_chicken,3.4,112,Food Plate,Mirpur,fast_food,chicken,
chicken_cheese_burger,3.4,160,Food Plate,Mirpur,burger,chicken,
double_decker_beef_burger,3.4,336,Food Plate,Mirpur,burger,beef,
bbq_chicken_cheese_burger,3.4,200,Food Plate,Mirpur,burger,beef,
mexican_beef_burger,3.4,216,Food Plate,Mirpur,burger,beef,
chicken_juicy_burger,3.4,176,Food Plate,Mirpur,burger,chicken,
double_decker_chicken_burger,3.4,280,Food Plate,Mirpur,burger,chicken,
teen_lecker_burger,4.3,150,Lecker,Mirpur,burger,beef,
cheese_lecker_burger,4.3,200,Lecker,Mirpur,burger,beef,
supreme_burger,4.3,280,Lecker,Mirpur,burger,beef,
cheese_lecker_burger,4.3,140,Lecker,Mirpur,burger,chicken,
teen_lecker_burger,4.3,120,Lecker,Mirpur,burger,chicken,
supreme_chicken_burgerf,4.3,220,Lecker,Mirpur,burger,chicken,
fried_chicken,4.3,100,Lecker,Mirpur,fast_food,chicken,
lemonade,4.3,40,Lecker,Mirpur,fast_food,soft_drinks,
zan_thanda,4.3,70,Lecker,Mirpur,fast_food,soft_drinks,
fried_chicken,4.2,135,Pizza Best,Mirpur,fast_food,chicken,
smocky_chicken,4.2,117,Pizza Best,Mirpur,fast_food,chicken,
chicken_nachos,4.2,261,Pizza Best,Mirpur,fast_food,chicken,
meat_box,4.2,261,Pizza Best,Mirpur,fast_food,chicken,
smokey_meat_box,4.2,270,Pizza Best,Mirpur,fast_food,chicken,
smoky_wings,4.2,270,Pizza Best,Mirpur,fast_food,chicken,
crispy_wings,4.2,270,Pizza Best,Mirpur,fast_food,chicken,
smoky_fried_chicken,4.2,153,Pizza Best,Mirpur,fast_food,chicken,
french_fries,4.2,108,Pizza Best,Mirpur,fast_food,potato,
potato_wedges,4.2,135,Pizza Best,Mirpur,fast_food,potato,
cheesy_alfredo_pizza,4.2,680,Pizza Best,Mirpur,pizza,chicken,
bbq_chicken_pizza,4.2,690,Pizza Best,Mirpur,pizza,chicken,
chicken_sausage_pizza,4.2,650,Pizza Best,Mirpur,pizza,chicken,
chicken_keema_pizza,4.2,660,Pizza Best,Mirpur,pizza,chicken,
chicken_cheese_pasta,4.2,270,Pizza Best,Mirpur,pasta,chicken,
chicken_bbq_pasta,4.2,288,Pizza Best,Mirpur,pasta,chicken,
spicy_chicken_bbq_pasta,4.2,288,Pizza Best,Mirpur,pasta,chicken,
naga_chicken_pasta,4.2,279,Pizza Best,Mirpur,pasta,chicken,
cheesy_sausage_pasta,4.2,252,Pizza Best,Mirpur,pasta,chicken,
beef_cheese_pasta,4.2,360,Pizza Best,Mirpur,pasta,chicken,
sausage_fantasy_pizza,4.2,369,Pizza Best,Mirpur,pizza,chicken,
spicy_naga_chicken_pizza,4.2,405,Pizza Best,Mirpur,pizza,chicken,
chicken_cheese_pizza,4.2,351,Pizza Best,Mirpur,pizza,chicken,
classic_margarita_pizza,4.2,351,Pizza Best,Mirpur,pizza,chicken,
chicken_sausage_pizza,4.2,495,Pizza Best,Mirpur,pizza,chicken,
Strips box,4.3,399,KFC,Bashundhara R/A,Set meal,Chicken,
Got wings box,4.3,399,KFC,Bashundhara R/A,Set meal,Chicken,
Popcorn box,4.3,399,KFC,Bashundhara R/A,Set meal,Chicken,
Super Charger box,4.3,459,KFC,Bashundhara R/A,Set meal,Chicken,
Smoky Red Rice Bowl,4.3,249,KFC,Bashundhara R/A,Set meal,Chicken & Rice,
Hot & Crispy Rice Bowl,4.3,249,KFC,Bashundhara R/A,Set meal,Chicken& Rice,
Hot wings Rice Bowl,4.3,249,KFC,Bashundhara R/A,Set meal,Chicken & Rice,
Popcorn Rice bowl,4.3,249,KFC,Bashundhara R/A,Set meal,Chicken & Rice,
Chicken & Rice Meal,4.3,329,KFC,Bashundhara R/A,Set meal,Chicken & Rice,
Rice box,4.3,299,KFC,Bashundhara R/A,Set meal,Chicken & Rice,
2 Pcs Chicken & Rice Meal,4.3,469,KFC,Bashundhara R/A,Set meal,Chicken & Rice,
Strips & Rice Combo,4.3,519,KFC,Bashundhara R/A,Set meal,Chicken & Rice,
Gravy,4.5,39,KFC,Bashundhara R/A,Curry,Curry,
2 pcs Smoky Red Chicken,4.3,299,KFC,Bashundhara R/A,Snacks,Chicken,
1 pc Hot & Crispy,4.3,159,KFC,Bashundhara R/A,Snacks,Chicken,
Rizo Rice,4.3,109,KFC,Bashundhara R/A,Snacks,Rice,
Fries Medium,4.3,159,KFC,Bashundhara R/A,Snacks,Potato,
Fries Large,4.3,189,KFC,Bashundhara R/A,Snacks,Potato,
Tangy-Fries Medium,4.3,179,KFC,Bashundhara R/A,Snacks,Potato,
Tangy-Fries Large,4.3,199,KFC,Bashundhara R/A,Snacks,Potato,
Potato Wedges,3.9,169,KFC,Bashundhara R/A,Snacks,Potato,
Beef Sheek Kabab,4.4,175,Kabab Pora Restaurant,Bashundhara R/A,Kabab,Beef,
Tandoori Chicken Kabab,4.4,285,Kabab Pora Restaurant,Bashundhara R/A,Kabab,Chicken,
Chicken Achari Kabab,4.4,150,Kabab Pora Restaurant,Bashundhara R/A,Kabab,Chicken,
Chicken Hariyali Kabab,4.4,150,Kabab Pora Restaurant,Bashundhara R/A,Kabab,Chicken,
Mutton Boti Kabab,4.4,210,Kabab Pora Restaurant,Bashundhara R/A,Kabab,Mutton,
BBQ Chicken,4.4,140,Kabab Pora Restaurant,Bashundhara R/A,Kabab,Chicken,
Alu Paratha,4.4,66,Kabab Pora Restaurant,Bashundhara R/A,Paratha,Flour,
Butter Paratha,4.4,55,Kabab Pora Restaurant,Bashundhara R/A,Paratha,Flour,
Kashmiri Paratha,4.4,165,Kabab Pora Restaurant,Bashundhara R/A,Paratha,Flour,
Shahi Paratha,4.4,44,Kabab Pora Restaurant,Bashundhara R/A,Paratha,Flour,
Kabab pora special Paratha,4.4,300,Kabab Pora Restaurant,Bashundhara R/A,Paratha,Flour,
Plain Nan,4.4,44,Kabab Pora Restaurant,Bashundhara R/A,Nan,Flour,
Butter Nan,4.4,55,Kabab Pora Restaurant,Bashundhara R/A,Nan,Flour,
Garlic Nan,4.4,66,Kabab Pora Restaurant,Bashundhara R/A,Nan,Flour,
Garlic Cheese Nan,4.4,66,Kabab Pora Restaurant,Bashundhara R/A,Nan,Flour,
Garlic extra Cheese Nan,4.4,200,Kabab Pora Restaurant,Bashundhara R/A,Nan,Flour,
Arabian Nan,4.4,175,Kabab Pora Restaurant,Bashundhara R/A,Nan,Flour,
Garlic Chili Nan,4.4,175,Kabab Pora Restaurant,Bashundhara R/A,Nan,Flour,
Special kabab pora Nan,4.4,340,Kabab Pora Restaurant,Bashundhara R/A,Nan,Flour,
Special Nan,4.4,165,Kabab Pora Restaurant,Bashundhara R/A,Nan,Flour,
Chicken roast,4.2,165,Kabab Pora Restaurant,Bashundhara R/A,Curry,Chicken,
Rui fish curry,4.2,220,Kabab Pora Restaurant,Bashundhara R/A,Curry,Fish,
Cheesy Chicken Pizza,4.3,650,American blend pizzas,Bashundhara R/A,Pizza,Chicken,
Grilled chicken with mushroom pizza,4.3,650,American blend pizzas,Bashundhara R/A,Pizza,chicken,
bbq chicken pizza,4.3,650,American blend pizzas,Bashundhara R/A,Pizza,chicken,
Alfredo with chicken pizza,4.3,650,American blend pizzas,Bashundhara R/A,Pizza,chicken,
pepperoni pizza,4.3,650,American blend pizzas,Bashundhara R/A,Pizza,chicken,
roasted beef picture,4.3,650,American blend pizzas,Bashundhara R/A,Pizza,Beef,
chicken sausage pizza,4.3,650,American blend pizzas,Bashundhara R/A,Pizza,chicken,
seafood pizza,4.3,650,American blend pizzas,Bashundhara R/A,Pizza,Sea fish,
mexicano chicken pizza,4.3,650,American blend pizzas,Bashundhara R/A,Pizza,chicken,
mexicano beef pizza,4.3,650,American blend pizzas,Bashundhara R/A,Pizza,Beef,
chicken pineapple pizza,4.3,650,American blend pizzas,Bashundhara R/A,Pizza,chicken,
Bolognese pizza,4.3,650,American blend pizzas,Bashundhara R/A,Pizza,chicken,
Philly stake pizza chicken,4.3,650,American blend pizzas,Bashundhara R/A,Pizza,chicken,
Philly stake Pizza beef,4.3,650,American blend pizzas,Bashundhara R/A,Pizza,Beef,
Meatball pizza,4.3,650,American blend pizzas,Bashundhara R/A,Pizza,chicken,
blend special pizza,4.3,650,American blend pizzas,Bashundhara R/A,Pizza,chicken,
fried_chicken,4.2,99,Food Chemistry Rooftop Cafe,Mirpur,fast_food,chicken,
crispy_chicken,4.2,130,Food Chemistry Rooftop Cafe,Mirpur,fast_food,chicken,
wonton,4.2,199,Food Chemistry Rooftop Cafe,Mirpur,fast_food,chicken,
french_fries,4.2,120,Food Chemistry Rooftop Cafe,Mirpur,fast_food,potato,
wedges,4.2,120,Food Chemistry Rooftop Cafe,Mirpur,fast_food,potato,
chicken_burger,4.2,220,Food Chemistry Rooftop Cafe,Mirpur,burger,chicken,
cheese_delight_burger,4.2,299,Food Chemistry Rooftop Cafe,Mirpur,burger,chicken,
special_burger,4.2,370,Food Chemistry Rooftop Cafe,Mirpur,burger,chicken,
cheese_blast_burger,4.2,400,Food Chemistry Rooftop Cafe,Mirpur,burger,chicken,
six_patty_burger,4.2,600,Food Chemistry Rooftop Cafe,Mirpur,burger,chicken,
wings,4.2,250,Food Chemistry Rooftop Cafe,Mirpur,fast_food,chicken,
naga_wings,4.2,200,Food Chemistry Rooftop Cafe,Mirpur,fast_food,chicken,
chicken_nachos,4.2,270,Food Chemistry Rooftop Cafe,Mirpur,fast_food,chicken,
chicken_sausage_pasta,4.2,250,Food Chemistry Rooftop Cafe,Mirpur,pasta,chicken,
pasta_basta,4.2,260,Food Chemistry Rooftop Cafe,Mirpur,pasta,chicken,
bbq_chicken_pasta,4.2,270,Food Chemistry Rooftop Cafe,Mirpur,pasta,chicken,
maxican_oven_pasta,4.2,280,Food Chemistry Rooftop Cafe,Mirpur,pasta,chicken,
special_pasta,4.2,299,Food Chemistry Rooftop Cafe,Mirpur,pasta,chicken,
meat_lovers_pizza,4.2,330,Food Chemistry Rooftop Cafe,Mirpur,pizza,beef,
mashroom_pizza,4.2,340,Food Chemistry Rooftop Cafe,Mirpur,pizza,chicken,
supreme_pizza,4.2,370,Food Chemistry Rooftop Cafe,Mirpur,pizza,chicken,
festival_pizza,4.2,390,Food Chemistry Rooftop Cafe,Mirpur,pizza,chicken,
cheddar_pizza,4.2,400,Food Chemistry Rooftop Cafe,Mirpur,pizza,chiciken,
crispy_chicken_wings,4.5,510,Barcode Cafe,Banani,fast_food,chicken,
bbq_chicken_wings,4.5,435,Barcode Cafe,Banani,fast_food,chciken,
buffalo_wings,4.5,440,Barcode Cafe,Banani,fast_food,chicken,
seafood_clear_soup,4.5,310,Barcode Cafe,Banani,soup,chicken,
chicken_clear_soup,4.5,250,Barcode Cafe,Banani,soup,chciken,
vagetable_clear_soup,4.5,250,Barcode Cafe,Banani,soup,chicken,
thai_clear_soup,4.5,230,Barcode Cafe,Banani,soup,chicken,
thai_soup,4.5,230,Barcode Cafe,Banani,soup,chicken,
chittagfong_pizza,4.5,970,Barcode Cafe,Banani,pizza,chicken,
special_pizza,4.5,1340,Barcode Cafe,Banani,pizza,chicken,
pizza_volcano,4.5,785,Barcode Cafe,Banani,pizza,chicken,
neples_unique,4.5,850,Barcode Cafe,Banani,pizza,chicken,
premium_pizza,4.5,1095,Barcode Cafe,Banani,pizza,chicken,
pizza_de_fungi,4.5,825,Barcode Cafe,Banani,pizza,chicken,
sicilian_delight,4.5,835,Barcode Cafe,Banani,pizza,chicken,
beef_sausage,4.5,785,Barcode Cafe,Banani,pizza,chicken,
milan_supreme_pizza,4.5,815,Barcode Cafe,Banani,pizza,chicken,
romanian_delight,4.5,800,Barcode Cafe,Banani,pizza,chicken,
